Date,Close
"January 3, 2024","1,429.62"
"January 4, 2024","1,434.59"
"January 5, 2024","1,427.96"
"January 8, 2024","1,418.45"
"January 9, 2024","1,414.93"
"January 10, 2024","1,413.52"
"January 11, 2024","1,408.24"
"January 12, 2024","1,413.53"
"January 15, 2024","1,407.02"
"January 16, 2024","1,401.72"
"January 17, 2024","1,380.65"
"January 18, 2024","1,377.93"
"January 19, 2024","1,382.51"
"January 22, 2024","1,369.92"
"January 23, 2024","1,356.54"
"January 24, 2024","1,381.19"
"January 25, 2024","1,376.09"
"January 26, 2024","1,368.15"
"January 29, 2024","1,376.28"
"January 30, 2024","1,373.14"
"January 31, 2024","1,364.52"
"February 1, 2024","1,367.96"
"February 2, 2024","1,384.08"
"February 5, 2024","1,383.93"
"February 6, 2024","1,396.96"
"February 7, 2024","1,400.02"
"February 8, 2024","1,388.6"
"February 9, 2024","1,388.37"
"February 12, 2024","1,389.3"
"February 13, 2024","1,391.73"
"February 14, 2024","1,385.11"
"February 15, 2024","1,387.27"
"February 16, 2024","1,386.27"
"February 19, 2024","1,387.33"
"February 20, 2024","1,381.07"
